domain,port,group,supported,cipher,tls_version,PQC used,reason
credit-agricole.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
credit-agricole.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
credit-agricole.com,443,MLKEM768,NO,,,,handshake_failure
credit-agricole.com,443,MLKEM512,NO,,,,handshake_failure
credit-agricole.com,443,MLKEM1024,NO,,,,handshake_failure
societegenerale.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
societegenerale.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
societegenerale.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
societegenerale.com,443,MLKEM768,NO,,,,handshake_failure
societegenerale.com,443,MLKEM512,NO,,,,handshake_failure
societegenerale.com,443,MLKEM1024,NO,,,,handshake_failure
icbc.com.cn,443,X25519MLKEM768,NO,,,,unsupported_or_unknown
icbc.com.cn,443,SecP256r1MLKEM768,NO,,,,unsupported_or_unknown
icbc.com.cn,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
icbc.com.cn,443,MLKEM768,NO,,,,unsupported_or_unknown
icbc.com.cn,443,MLKEM512,NO,,,,unsupported_or_unknown
icbc.com.cn,443,MLKEM1024,NO,,,,unsupported_or_unknown
ccb.com,443,X25519MLKEM768,NO,,,,unsupported_or_unknown
ccb.com,443,SecP256r1MLKEM768,NO,,,,unsupported_or_unknown
ccb.com,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
ccb.com,443,MLKEM768,NO,,,,unsupported_or_unknown
ccb.com,443,MLKEM512,NO,,,,unsupported_or_unknown
ccb.com,443,MLKEM1024,NO,,,,unsupported_or_unknown
wellsfargo.com,443,X25519MLKEM768,NO,,,,handshake_failure
wellsfargo.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
wellsfargo.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
wellsfargo.com,443,MLKEM768,NO,,,,handshake_failure
wellsfargo.com,443,MLKEM512,NO,,,,handshake_failure
wellsfargo.com,443,MLKEM1024,NO,,,,handshake_failure
usbank.com,443,X25519MLKEM768,NO,,,,handshake_failure
usbank.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
usbank.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
usbank.com,443,MLKEM768,NO,,,,handshake_failure
usbank.com,443,MLKEM512,NO,,,,handshake_failure
usbank.com,443,MLKEM1024,NO,,,,handshake_failure
pnc.com,443,X25519MLKEM768,NO,,,,handshake_failure
pnc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
pnc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
pnc.com,443,MLKEM768,NO,,,,handshake_failure
pnc.com,443,MLKEM512,NO,,,,handshake_failure
pnc.com,443,MLKEM1024,NO,,,,handshake_failure
td.com,443,X25519MLKEM768,NO,,,,handshake_failure
td.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
td.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
td.com,443,MLKEM768,NO,,,,handshake_failure
td.com,443,MLKEM512,NO,,,,handshake_failure
td.com,443,MLKEM1024,NO,,,,handshake_failure
rbc.com,443,X25519MLKEM768,NO,,,,handshake_failure
rbc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
rbc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
rbc.com,443,MLKEM768,NO,,,,handshake_failure
rbc.com,443,MLKEM512,NO,,,,handshake_failure
rbc.com,443,MLKEM1024,NO,,,,handshake_failure
scotiabank.com,443,X25519MLKEM768,NO,,,,handshake_failure
scotiabank.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
scotiabank.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
scotiabank.com,443,MLKEM768,NO,,,,handshake_failure
scotiabank.com,443,MLKEM512,NO,,,,handshake_failure
scotiabank.com,443,MLKEM1024,NO,,,,handshake_failure
ing.com,443,X25519MLKEM768,NO,,,,handshake_failure
ing.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
ing.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
ing.com,443,MLKEM768,NO,,,,handshake_failure
ing.com,443,MLKEM512,NO,,,,handshake_failure
ing.com,443,MLKEM1024,NO,,,,handshake_failure
santander.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
santander.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
santander.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
santander.com,443,MLKEM768,NO,,,,handshake_failure
santander.com,443,MLKEM512,NO,,,,handshake_failure
santander.com,443,MLKEM1024,NO,,,,handshake_failure
unicreditgroup.eu,443,X25519MLKEM768,NO,,,,handshake_failure
unicreditgroup.eu,443,SecP256r1MLKEM768,NO,,,,handshake_failure
unicreditgroup.eu,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
unicreditgroup.eu,443,MLKEM768,NO,,,,handshake_failure
unicreditgroup.eu,443,MLKEM512,NO,,,,handshake_failure
unicreditgroup.eu,443,MLKEM1024,NO,,,,handshake_failure
dbs.com,443,X25519MLKEM768,NO,,,,handshake_failure
dbs.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
dbs.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
dbs.com,443,MLKEM768,NO,,,,handshake_failure
dbs.com,443,MLKEM512,NO,,,,handshake_failure
dbs.com,443,MLKEM1024,NO,,,,handshake_failure
ocbc.com,443,X25519MLKEM768,NO,,,,handshake_failure
ocbc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
ocbc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
ocbc.com,443,MLKEM768,NO,,,,handshake_failure
ocbc.com,443,MLKEM512,NO,,,,handshake_failure
ocbc.com,443,MLKEM1024,NO,,,,handshake_failure
uobgroup.com,443,X25519MLKEM768,NO,,,,handshake_failure
uobgroup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
uobgroup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
uobgroup.com,443,MLKEM768,NO,,,,handshake_failure
uobgroup.com,443,MLKEM512,NO,,,,handshake_failure
uobgroup.com,443,MLKEM1024,NO,,,,handshake_failure
maybank.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
maybank.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
maybank.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
maybank.com,443,MLKEM768,NO,,,,handshake_failure
maybank.com,443,MLKEM512,NO,,,,handshake_failure
maybank.com,443,MLKEM1024,NO,,,,handshake_failure
visa.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
visa.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
visa.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
visa.com,443,MLKEM768,NO,,,,handshake_failure
visa.com,443,MLKEM512,NO,,,,handshake_failure
visa.com,443,MLKEM1024,NO,,,,handshake_failure
mastercard.com,443,X25519MLKEM768,NO,,,,handshake_failure
mastercard.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
mastercard.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
mastercard.com,443,MLKEM768,NO,,,,handshake_failure
mastercard.com,443,MLKEM512,NO,,,,handshake_failure
mastercard.com,443,MLKEM1024,NO,,,,handshake_failure
americanexpress.com,443,X25519MLKEM768,NO,,,,handshake_failure
americanexpress.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
americanexpress.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
americanexpress.com,443,MLKEM768,NO,,,,handshake_failure
americanexpress.com,443,MLKEM512,NO,,,,handshake_failure
americanexpress.com,443,MLKEM1024,NO,,,,handshake_failure
discover.com,443,X25519MLKEM768,NO,,,,handshake_failure
discover.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
discover.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
discover.com,443,MLKEM768,NO,,,,handshake_failure
discover.com,443,MLKEM512,NO,,,,handshake_failure
discover.com,443,MLKEM1024,NO,,,,handshake_failure
paypal.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
paypal.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
paypal.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
paypal.com,443,MLKEM768,NO,,,,handshake_failure
paypal.com,443,MLKEM512,NO,,,,handshake_failure
paypal.com,443,MLKEM1024,NO,,,,handshake_failure
stripe.com,443,X25519MLKEM768,NO,,,,handshake_failure
stripe.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
stripe.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
stripe.com,443,MLKEM768,NO,,,,handshake_failure
stripe.com,443,MLKEM512,NO,,,,handshake_failure
stripe.com,443,MLKEM1024,NO,,,,handshake_failure
adyen.com,443,X25519MLKEM768,NO,,,,handshake_failure
adyen.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
adyen.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
adyen.com,443,MLKEM768,NO,,,,handshake_failure
adyen.com,443,MLKEM512,NO,,,,handshake_failure
adyen.com,443,MLKEM1024,NO,,,,handshake_failure
squareup.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
squareup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
squareup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
squareup.com,443,MLKEM768,NO,,,,handshake_failure
squareup.com,443,MLKEM512,NO,,,,handshake_failure
squareup.com,443,MLKEM1024,NO,,,,handshake_failure
worldpay.com,443,X25519MLKEM768,NO,,,,handshake_failure
worldpay.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
worldpay.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
worldpay.com,443,MLKEM768,NO,,,,handshake_failure
worldpay.com,443,MLKEM512,NO,,,,handshake_failure
worldpay.com,443,MLKEM1024,NO,,,,handshake_failure
nasdaq.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
nasdaq.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
nasdaq.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
nasdaq.com,443,MLKEM768,NO,,,,handshake_failure
nasdaq.com,443,MLKEM512,NO,,,,handshake_failure
nasdaq.com,443,MLKEM1024,NO,,,,handshake_failure
nyse.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
nyse.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
nyse.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
nyse.com,443,MLKEM768,NO,,,,handshake_failure
nyse.com,443,MLKEM512,NO,,,,handshake_failure
nyse.com,443,MLKEM1024,NO,,,,handshake_failure
cmegroup.com,443,X25519MLKEM768,NO,,,,handshake_failure
cmegroup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
cmegroup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
cmegroup.com,443,MLKEM768,NO,,,,handshake_failure
cmegroup.com,443,MLKEM512,NO,,,,handshake_failure
cmegroup.com,443,MLKEM1024,NO,,,,handshake_failure
lseg.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
lseg.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
lseg.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
lseg.com,443,MLKEM768,NO,,,,handshake_failure
lseg.com,443,MLKEM512,NO,,,,handshake_failure
lseg.com,443,MLKEM1024,NO,,,,handshake_failure
eurex.com,443,X25519MLKEM768,NO,,,,handshake_failure
eurex.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
eurex.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
eurex.com,443,MLKEM768,NO,,,,handshake_failure
eurex.com,443,MLKEM512,NO,,,,handshake_failure
eurex.com,443,MLKEM1024,NO,,,,handshake_failure
sgx.com,443,X25519MLKEM768,NO,,,,handshake_failure
sgx.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
sgx.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
sgx.com,443,MLKEM768,NO,,,,handshake_failure
sgx.com,443,MLKEM512,NO,,,,handshake_failure
sgx.com,443,MLKEM1024,NO,,,,handshake_failure
blackrock.com,443,X25519MLKEM768,NO,,,,handshake_failure
blackrock.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
blackrock.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
blackrock.com,443,MLKEM768,NO,,,,handshake_failure
blackrock.com,443,MLKEM512,NO,,,,handshake_failure
blackrock.com,443,MLKEM1024,NO,,,,handshake_failure
vanguard.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
vanguard.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
vanguard.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
vanguard.com,443,MLKEM768,NO,,,,handshake_failure
vanguard.com,443,MLKEM512,NO,,,,handshake_failure
vanguard.com,443,MLKEM1024,NO,,,,handshake_failure
fidelity.com,443,X25519MLKEM768,NO,,,,unsupported_or_unknown
fidelity.com,443,SecP256r1MLKEM768,NO,,,,unsupported_or_unknown
fidelity.com,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
fidelity.com,443,MLKEM768,NO,,,,unsupported_or_unknown
fidelity.com,443,MLKEM512,NO,,,,unsupported_or_unknown
fidelity.com,443,MLKEM1024,NO,,,,unsupported_or_unknown
state-street.com,443,X25519MLKEM768,NO,,,,handshake_failure
state-street.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
state-street.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
state-street.com,443,MLKEM768,NO,,,,handshake_failure
state-street.com,443,MLKEM512,NO,,,,handshake_failure
state-street.com,443,MLKEM1024,NO,,,,handshake_failure
northerntrust.com,443,X25519MLKEM768,NO,,,,handshake_failure
northerntrust.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
northerntrust.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
northerntrust.com,443,MLKEM768,NO,,,,handshake_failure
northerntrust.com,443,MLKEM512,NO,,,,handshake_failure
northerntrust.com,443,MLKEM1024,NO,,,,handshake_failure
db.com,443,X25519MLKEM768,NO,,,,handshake_failure
db.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
db.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
db.com,443,MLKEM768,NO,,,,handshake_failure
db.com,443,MLKEM512,NO,,,,handshake_failure
db.com,443,MLKEM1024,NO,,,,handshake_failure
sc.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
sc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
sc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
sc.com,443,MLKEM768,NO,,,,handshake_failure
sc.com,443,MLKEM512,NO,,,,handshake_failure
sc.com,443,MLKEM1024,NO,,,,handshake_failure
mizuhogroup.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
mizuhogroup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
mizuhogroup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
mizuhogroup.com,443,MLKEM768,NO,,,,handshake_failure
mizuhogroup.com,443,MLKEM512,NO,,,,handshake_failure
mizuhogroup.com,443,MLKEM1024,NO,,,,handshake_failure
group.intesasanpaolo.com,443,X25519MLKEM768,NO,,,,handshake_failure
group.intesasanpaolo.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
group.intesasanpaolo.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
group.intesasanpaolo.com,443,MLKEM768,NO,,,,handshake_failure
group.intesasanpaolo.com,443,MLKEM512,NO,,,,handshake_failure
group.intesasanpaolo.com,443,MLKEM1024,NO,,,,handshake_failure
ssga.com,443,X25519MLKEM768,NO,,,,handshake_failure
ssga.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
ssga.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
ssga.com,443,MLKEM768,NO,,,,handshake_failure
ssga.com,443,MLKEM512,NO,,,,handshake_failure
ssga.com,443,MLKEM1024,NO,,,,handshake_failure
lombardodier.com,443,X25519MLKEM768,NO,,,,handshake_failure
lombardodier.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
lombardodier.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
lombardodier.com,443,MLKEM768,NO,,,,handshake_failure
lombardodier.com,443,MLKEM512,NO,,,,handshake_failure
lombardodier.com,443,MLKEM1024,NO,,,,handshake_failure
pictet.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
pictet.com,443,SecP256r1MLKEM768,YES,TLS_AES_128_GCM_SHA256,,SecP256r1MLKEM768,
pictet.com,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
pictet.com,443,MLKEM768,NO,,,,unsupported_or_unknown
pictet.com,443,MLKEM512,NO,,,,unsupported_or_unknown
pictet.com,443,MLKEM1024,NO,,,,unsupported_or_unknown
juliusbaer.com,443,X25519MLKEM768,NO,,,,handshake_failure
juliusbaer.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
juliusbaer.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
juliusbaer.com,443,MLKEM768,NO,,,,handshake_failure
juliusbaer.com,443,MLKEM512,NO,,,,handshake_failure
juliusbaer.com,443,MLKEM1024,NO,,,,handshake_failure
